gnn,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,wt_auc,micro_auc,macro_auc,Epoch
GATConv,0.8010039034764708,0.915236433960205,0.7530231404674198,0.6848132235962148,0.7813986120163375,0.6921900305920461,0.716040477923695,0.7207061246004087,0.7476381715599719,0.7782219337341417,0.881995442211165,0.783386635016965,0.7140163024396267,0.6554436309554478,0.7554944378132618,0.753827241069948,0.7798257981415752,0.7444785408200318,0.692044130820785,0.7379045625958311,0.6992728118342484,0.8091003901319758,0.8941617900568103,0.8319624478793952,0.8739346199347096,0.75524032857931,0.8117537721205421,0.7678848333459473,1
GATConv,0.795694727767747,0.9150831884144242,0.7590296535318823,0.6877275461586312,0.7709425805764243,0.690650258942503,0.7126818194630313,0.7177372993511738,0.7244004550331449,0.7730201314574097,0.880245074453071,0.78139610459213,0.7162877779449724,0.641743114968865,0.7463069445111669,0.7614728650858104,0.7754939462242101,0.7359744048854698,0.6933045690753261,0.7332045225367093,0.6962108800672128,0.8045358967037312,0.8957393137743069,0.8337516761472753,0.8780200737131674,0.7506417223028808,0.8002648662952481,0.7648261930151918,2
GATConv,0.8009511700363485,0.9194743376603498,0.7497566988651685,0.6810774676610454,0.7736891732702074,0.6991373520525941,0.7145201583846821,0.7200844118662,0.7476757655544677,0.7764246928153916,0.8872808523490011,0.782648336864042,0.7236977749933444,0.666291425605129,0.7448416584444109,0.752331458245638,0.7670019253638617,0.734801405146901,0.6769629150343965,0.7309501609271616,0.6975579860173432,0.8133410055909343,0.895964697781656,0.8346011381546706,0.8791623717115582,0.75530068808545,0.8060584329710739,0.7668090536158602,3
GATConv,0.7958970979781309,0.9196692163890885,0.7626193231691003,0.6722408497335184,0.7728204433628215,0.6976808142904958,0.7098925627582758,0.7312369409989117,0.7522991929146288,0.77877417190361,0.8868051496468259,0.7882031940733465,0.7047920428545523,0.6672004657869961,0.7513151914030309,0.7497718147248951,0.7700895092598252,0.7467461708131702,0.7104269901417819,0.7426008039451328,0.693029525609866,0.8076108893961486,0.8951392483693964,0.8315402253271722,0.877500944356589,0.7548700096072622,0.805034546697344,0.7686361111682924,4
GATConv,0.8037744372921274,0.9210636622744545,0.7626434446642469,0.6895225660621555,0.7774842591230658,0.7092256750345647,0.7073424333446081,0.7281469585562764,0.7527371344221772,0.7795959508432038,0.8863290163145644,0.7677192368732016,0.7210299759046837,0.6643326743916329,0.7477766034630786,0.7591302456038902,0.7782159450995999,0.7442615291381929,0.7057301092593363,0.7524498224966503,0.6953659195247096,0.8087721825256694,0.8963118532432126,0.8319721806711171,0.8811618822823054,0.7573610382338786,0.806141798721455,0.770883827936349,5
GATConv,0.7998766698547111,0.9121343189236458,0.7581260753623309,0.6916493493472965,0.7753283941393944,0.6773732932631619,0.7110840631234774,0.7149855711073274,0.7445115303887537,0.781145824448828,0.8852963653672357,0.7839163225281303,0.7138817429267031,0.6552707834943758,0.7537702276733418,0.7584481700533046,0.7676522396607615,0.7476866046211672,0.7094316122825731,0.7534861796030004,0.6988477810784048,0.80681729861063,0.8975575867231319,0.8325283545320895,0.8715168180838417,0.7549273215226328,0.8126025119018847,0.7680929270879047,6
GATConv,0.7973395303388552,0.9206964044520223,0.7566558376365212,0.6760627935114739,0.7714255797391825,0.6637377475959445,0.7151121554483644,0.7218234631617667,0.7465788197083315,0.7740600722616517,0.8847031006514571,0.7857047385554043,0.7100209941777691,0.6535613501061726,0.7392871088577407,0.7619178972372574,0.7685334155330604,0.7319949101712224,0.6996969823154267,0.7515578163634606,0.7036401416269091,0.8161839930996145,0.8976617744450854,0.8327753868333188,0.8773760972143081,0.7518445500725,0.8092328639884417,0.766324324441693,7
GATConv,0.8036849707291847,0.9195241203174185,0.7554086911442037,0.6882353879421328,0.7735599852824904,0.697893707341251,0.6965205064290162,0.7271606366156378,0.748951996082617,0.7778933015517563,0.8853532085386482,0.7884934949858738,0.717207931101671,0.6607897341947162,0.7504325460908254,0.7697660179685274,0.777300194183849,0.7506142432648608,0.7079239978688396,0.7422109181826972,0.6990276652563987,0.810071179232611,0.8984257629614292,0.8311908482057749,0.8850822959638448,0.756617276733816,0.8126270051800312,0.770508933657451,8
GATConv,0.8070372250011193,0.9220835866756807,0.757792807569925,0.687727660088364,0.779392531769677,0.7090219565026116,0.7103259331019574,0.7179502250603891,0.7432123504069661,0.7679396877432841,0.8885837954472638,0.7779262169576661,0.7230923777582289,0.6639171786243847,0.7519800547164954,0.7568333340419833,0.7624103812706013,0.7473343906234202,0.6972385671683863,0.7510912657301121,0.7153609685840309,0.8197478123716949,0.8966617202148831,0.8351433650254436,0.8826687623913456,0.7570532521500616,0.8169298520416148,0.7708989661938367,9
GATConv,0.8071487013902097,0.9211765147746422,0.7640462725901062,0.689879906668763,0.7755195880477603,0.7054224501138303,0.7184351975764349,0.7359175145142146,0.7528471269693104,0.777776196209802,0.8849491339741875,0.7937669024153686,0.7075352000933717,0.6453449607659174,0.7515850784840501,0.7722229072504808,0.7778080896497277,0.7432190953529288,0.7167540058019665,0.7628386031798655,0.7151368259969394,0.8101624184127424,0.8972321233424867,0.8394130504495747,0.8829325064255373,0.7577700165754572,0.8162762746081879,0.7739628148180087,10
