gnn,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,wt_auc,micro_auc,macro_auc,Epoch
ChebConv_symK1,0.5730287533964993,0.7972074232496701,0.48171342933601474,0.5430959151633639,0.47298418212788795,0.5125687591496482,0.5641576530537213,0.4456658336714611,0.6416842210968114,0.6863696640794987,0.672021073313911,0.5999607951662747,0.5181981492520613,0.6192454014429377,0.6085926577410538,0.5355806039681561,0.5861508200246512,0.5746198631345759,0.5587977629222949,0.47554770488859416,0.561088006721277,0.6563192213918705,0.7874616485652823,0.6798740315872237,0.7393661179794824,0.6024348731771598,0.6835920855302813,0.5956519876969689,1
ChebConv_symK1,0.7037834215078519,0.8349130911734817,0.5897525630066491,0.6140299908628354,0.573194484643452,0.5741198320377734,0.6096887301038741,0.4934825393334269,0.7079717526459706,0.7337012614939035,0.7891751366819895,0.6927815683362664,0.6361048372939166,0.6296638521635411,0.6767712340528269,0.6003062076315927,0.658734674801665,0.6355020343162622,0.6033906376290734,0.5644188664649897,0.5960851561796742,0.758033377488591,0.8431416870851595,0.7666898313798851,0.8240916214407005,0.6726126156375899,0.7511795042363437,0.6683811355902141,2
ChebConv_symK1,0.7500338034872579,0.8533840514083,0.6615260066225891,0.6440899520811545,0.6524457076158798,0.6272598608391302,0.6435948659784212,0.5553457056505895,0.725243371982242,0.7500193379765648,0.8242356028878628,0.7273570972442283,0.6699188832814386,0.639511778981708,0.7095837629231074,0.6372862180345735,0.7010415217007714,0.6656979161494381,0.6260755899929424,0.6230070586935201,0.6228328382392654,0.7814144734063134,0.8604461337974124,0.7837541243959149,0.8449592343846813,0.703441366612548,0.7763067992503729,0.7032025959102123,3
ChebConv_symK1,0.7683918013472717,0.8664522646325579,0.6929714396282004,0.6576674710105794,0.6954379170841732,0.6542905355664039,0.6627864778648704,0.5972839173779991,0.7317348975478066,0.7594136249144818,0.838748410974981,0.7420301640106772,0.6867330348909441,0.646765517425366,0.7233720241284717,0.6552896464828996,0.7237813868776112,0.679574998100587,0.6323193238370709,0.6487243241749894,0.6351192726618058,0.7885152893211298,0.8676239940708312,0.7883972680756003,0.8516879973878135,0.7181728328820224,0.7875193707369555,0.7198045199758049,4
ChebConv_symK1,0.7764038287782757,0.8793741416477812,0.7078974296656317,0.6647218861295107,0.7153572382153165,0.6686073168887636,0.6762190436624067,0.6225957217669611,0.7355987740680809,0.7642667765169593,0.8456040419514088,0.7517241032097293,0.6961857201007797,0.651040526441945,0.7317733835414457,0.6690588916431749,0.7351037923294996,0.690077555877143,0.6363632966359485,0.6644316439434752,0.6431777537732168,0.793737676374628,0.8729521936116822,0.7942849047009183,0.8570695850308633,0.7267666728138695,0.7942739266279677,0.7297450890602218,5
ChebConv_symK1,0.7818430352346518,0.8862822382566077,0.7162982292997152,0.667707016020799,0.7281380064158334,0.6779126002178008,0.6831689773624122,0.637818487943058,0.738580174360059,0.7672655806247313,0.8530787754488027,0.7576109997005231,0.7009876017154167,0.6534796866812657,0.7370263888221665,0.6773605483249641,0.7437521053925362,0.6996039349856333,0.6409114981224222,0.6731552083765006,0.6497484021964174,0.7962620659591688,0.8758632051364218,0.7986552291982146,0.8601575065855979,0.7320778849242502,0.7989540311593044,0.7361067000952688,6
ChebConv_symK1,0.78536618491439,0.88770999068834,0.7230132623891911,0.67147957125963,0.7372344367295899,0.6825153347107639,0.6895838235366206,0.6458838786987073,0.739506077040682,0.7693167671712159,0.8572880410005776,0.763034470370955,0.7036887392497078,0.6560098782196722,0.7404841707716355,0.6876079805319694,0.7489228627529018,0.7046186846011143,0.6440003993256308,0.6808565745306867,0.6535633270321362,0.7982575006209333,0.8782997023912232,0.8015227905860425,0.86285861541318,0.7358675731892818,0.8020269759028505,0.7405049225814999,7
ChebConv_symK1,0.7884096255505084,0.8899822766654336,0.7275757454063546,0.6743328844501865,0.743597106879228,0.6862779927833014,0.6946583466913729,0.6554092231150481,0.7412804755431096,0.771219487962138,0.8606386301599532,0.766326848132752,0.7066895610755501,0.6575686619356187,0.7428058032497311,0.691383667320042,0.7538727300237539,0.7088101059543459,0.6447526049591118,0.686970425317365,0.6562464368229963,0.7996769879581178,0.8801139491583637,0.8049904739046797,0.8641723559260421,0.7388750831942305,0.8044105441793503,0.7439104962778041,8
ChebConv_symK1,0.7906856519070127,0.8945287974069082,0.7288566619918775,0.6755886749288509,0.7473168150998544,0.6894446387428212,0.6977615632827934,0.6598251089277115,0.7425297626519325,0.7728415528996303,0.8633416952126566,0.7688172645485013,0.7089362588211235,0.6590782133997665,0.7446182717618787,0.6939542949145864,0.7573304511403696,0.7140651986247651,0.6474539254029825,0.6910633624797978,0.6598472709814865,0.8011149554533151,0.8821539086007457,0.8088155613894333,0.8661841377970989,0.7412031273295113,0.8064540644235805,0.746646159934716,9
ChebConv_symK1,0.792603661774025,0.8955129349870388,0.732532256306402,0.6779642807502044,0.7505567592492345,0.6911319764477943,0.7007701093643534,0.6638005437853376,0.7434350615413056,0.7734734113597059,0.8644451130375268,0.7712566854473086,0.7102416428414339,0.6603319811689436,0.7461746493377235,0.6943642488948605,0.7587116103212683,0.7159493565626067,0.6513353385032123,0.6963207768706918,0.6631963573078885,0.8028582151588829,0.8840322456069428,0.8111317651431201,0.8679981561037448,0.7430579873349846,0.8078189668872601,0.7488051655148624,10
